#
116.490141,39.932953,0
116.490045,39.933592,30000
116.487181,39.933777,60000
116.482664,39.9338,112000
116.478003,39.933818,172000
116.475223,39.933803,202000
116.474433,39.933863,232000
116.472677,39.934441,262000
116.472687,39.934701,292000
116.474526,39.936763,322000
116.474622,39.940737,352000
116.474439,39.942852,382000
116.471478,39.942711,415000
116.469095,39.94298,445000
116.469,39.943385,475000
116.4689,39.944155,505000
116.470742,39.944757,535000
116.472022,39.944957,565000
116.474145,39.944949,595000
116.474522,39.940787,625000
116.474586,39.936923,655000
116.472767,39.935111,685000
116.472687,39.933451,750000
116.472662,39.9316,780000
116.472618,39.930849,810000
116.472318,39.930769,840000
116.471138,39.930479,870000
116.472128,39.930659,999000
116.475217,39.930973,1029000
116.477946,39.930986,1059000
116.478241,39.928625,1089000
116.478281,39.928405,1119000
116.478961,39.928145,1149000
116.481358,39.928217,1179000
116.483874,39.928198,1209000
116.484555,39.927078,1239000
116.484665,39.925558,1269000
116.484696,39.923416,1303000
116.482305,39.922994,1333000
116.478557,39.923025,1363000
116.478224,39.925473,1393000
116.478321,39.927735,1423000
116.478361,39.928095,1453000
116.478316,39.930426,1483000
116.478306,39.930896,1513000
116.476696,39.931036,1543000
116.474057,39.930983,1573000
116.473287,39.930923,1606000
116.471548,39.930569,1636000
116.471208,39.930499,1666000
116.470918,39.930449,1726000
116.47012,39.930214,1807000
116.46902,39.929964,1867000
116.46846,39.929824,1905000
116.46795,39.929674,1935000
116.464779,39.92892,1995000
116.46275,39.928818,2025000
116.46187,39.930708,2055000
116.46187,39.931268,2085000
116.461897,39.931752,2115000
116.461917,39.932232,2145000
116.461887,39.932452,2175000
116.461477,39.932632,2206000
116.460903,39.932056,2236000
116.460273,39.932066,2266000
116.458533,39.932086,2296000
116.458022,39.932743,2326000
116.457932,39.933083,2356000
116.459387,39.933657,2386000
116.460707,39.933697,2416000
116.461859,39.933723,2575000
116.464944,39.933709,2605000
116.466824,39.933649,2635000
116.466954,39.932041,2665000
116.466964,39.931581,2695000
116.466948,39.931028,2725000
116.466988,39.930548,2785000
116.467008,39.929528,2823000
116.46897,39.929914,2853000
116.470958,39.930359,2883000
116.46885,39.929914,2943000
116.466978,39.929708,3003000
116.467004,39.931571,3033000
116.466994,39.932381,3063000
116.466974,39.933261,3108000
116.466664,39.933949,3198000
116.464194,39.933999,3228000
116.463259,39.933933,3258000
116.461729,39.933913,3408000
116.458597,39.933817,3438000
116.457759,39.933811,3468000
116.456709,39.933841,3498000
116.456349,39.933831,3558000
116.455449,39.934711,3588000
116.455419,39.935091,3618000
116.455469,39.9371,3648000
116.455476,39.939911,3678000
116.45544,39.942463,3723000
116.452424,39.942628,3753000
116.452424,39.942968,3783000
116.452504,39.943278,3873000
116.452458,39.944284,3903000
116.453858,39.944474,3933000
116.454938,39.944484,3963000
116.455466,39.946113,3996000
116.455454,39.948008,4026000
116.45419,39.948272,4116000
#
116.436249,39.85866,0
116.43854,39.858786,60000
116.43875,39.859336,90000
116.43851,39.862253,120000
116.436254,39.862433,180000
116.434105,39.863133,225000
116.434268,39.865923,255000
116.438928,39.86588,285000
116.443168,39.865818,315000
116.442478,39.865948,345000
116.440108,39.86602,375000
116.439868,39.866,488000
116.43909,39.868344,527000
116.43913,39.868604,557000
116.441689,39.870407,587000
116.444407,39.872657,617000
116.446536,39.876275,647000
116.45075,39.87632,677000
116.452746,39.876245,707000
116.456036,39.875366,737000
116.457529,39.873719,767000
116.460791,39.873414,797000
116.459074,39.871502,838000
116.455928,39.871822,868000
116.456006,39.875636,898000
116.456078,39.879173,928000
116.456036,39.881388,958000
116.456136,39.881728,988000
116.456063,39.88453,1018000
116.45144,39.884664,1048000
116.445548,39.884656,1078000
116.440452,39.884622,1108000
116.440204,39.887914,1142000
116.440035,39.891072,1172000
116.439023,39.89374,1202000
116.439216,39.896543,1232000
116.438435,39.897818,1262000
116.434147,39.897683,1292000
116.42977,39.897525,1322000
116.426458,39.897457,1352000
116.423283,39.897333,1382000
116.41992,39.897228,1424000
116.418718,39.899556,1454000
116.418738,39.900726,1484000
116.418425,39.904851,1574000
116.41822,39.90811,1604000
116.418002,39.910177,1634000
116.417933,39.911664,1664000
116.417793,39.915123,1694000
116.415124,39.915605,1730000
116.414034,39.915695,1760000
116.409428,39.915389,1790000
116.408118,39.915329,1820000
116.410906,39.915418,1880000
116.412836,39.915548,1940000
116.413674,39.915535,1970000
116.416244,39.915545,2000000
116.417712,39.915633,2031000
116.417739,39.918505,2061000
116.417598,39.92188,2121000
116.417492,39.923969,2151000
116.417365,39.927347,2241000
116.417196,39.931603,2271000
116.417196,39.933173,2301000
116.417126,39.934572,2344000
116.41699,39.937098,2374000
116.416924,39.938555,2434000
116.41699,39.936688,2464000
116.417126,39.934082,2494000
116.417146,39.933822,2524000
116.420836,39.933598,2554000
116.423587,39.933634,2584000
116.426908,39.933642,2619000
116.432512,39.933674,2649000
116.433793,39.933331,2679000
116.434349,39.935543,2709000
#
116.440734,39.913317,0
116.441053,39.913408,90000
116.441083,39.913988,120000
116.441033,39.914218,149000
116.441023,39.914468,180000
116.441083,39.914668,210000
116.441043,39.915278,270000
116.440967,39.917741,330000
116.440912,39.921051,360000
116.440598,39.921966,390000
116.440482,39.924158,420000
116.440632,39.924698,480000
116.436212,39.924545,510000
116.433753,39.924515,540000
116.434216,39.922551,600000
116.434502,39.918776,630000
116.434363,39.915621,660000
116.430507,39.915645,690000
116.427095,39.915647,720000
116.42666,39.913874,750000
116.426863,39.910262,780000
116.426971,39.909039,810000
116.426976,39.907309,870000
116.427016,39.905839,900000
116.426839,39.904838,930000
116.427529,39.904858,960000
116.427789,39.904908,990000
116.428179,39.904938,1140000
116.430299,39.905067,1170000
116.434823,39.905155,1200000
116.436063,39.903735,1230000
116.43546,39.901143,1260000
116.431871,39.900834,1290000
116.429067,39.900745,1320000
116.428607,39.900795,1350000
116.428241,39.900744,1470000
116.427288,39.898987,1500000
116.427368,39.896323,1530000
116.427473,39.893689,1560000
116.427733,39.893599,1590000
116.427951,39.892986,1650000
116.429501,39.890714,1680000
116.430806,39.888481,1710000
116.431035,39.887292,1740000
116.431185,39.885532,1770000
116.43016,39.88422,1800000
116.425618,39.884043,1830000
116.425045,39.882955,1860000
116.424925,39.881425,1890000
116.424918,39.881206,1920000
116.425048,39.880846,1950000
116.424998,39.881076,1980000
116.425115,39.882595,2010000
116.425028,39.883848,2040000
116.425005,39.883315,2071000
116.424955,39.882625,2092000
116.425065,39.881895,2191000
116.425105,39.882175,2196000
116.425028,39.883758,2221000
116.423598,39.884068,2251000
116.422228,39.88404,2281000
116.421098,39.884,2341000
116.419859,39.886737,2371000
116.418977,39.890958,2401000
116.418949,39.89272,2431000
116.418889,39.893,2551000
116.418619,39.89319,2581000
116.414655,39.893031,2611000
116.412383,39.893686,2671000
116.412148,39.898038,2701000
116.412046,39.900121,2731000
116.412046,39.900411,2791000
116.409528,39.900884,2821000
116.407868,39.900914,2851000
116.406777,39.900886,2881000
116.403884,39.900795,2911000
116.39995,39.900372,2941000
116.399549,39.903019,2971000
116.399549,39.903309,3001000
116.399371,39.90687,3031000
116.399371,39.90715,3061000
116.396377,39.907748,3121000
116.392308,39.907586,3151000
116.389608,39.907483,3211000
116.38504,39.907337,3241000
116.38417,39.907317,3271000
116.38372,39.907327,3331000
116.380277,39.907355,3361000
#
116.401813,39.827387,0
116.401813,39.829116,30000
116.40194,39.831206,60000
116.402585,39.832583,90000
116.401442,39.834937,120000
116.401473,39.836716,150000
116.403063,39.836346,180000
116.404676,39.835881,210000
116.405446,39.836651,240000
116.406218,39.837602,270000
116.407057,39.839655,300000
116.407903,39.842159,330000
116.410734,39.842319,360000
116.412654,39.842339,390000
116.413468,39.842348,481000
116.413758,39.842408,511000
116.41484,39.843735,601000
116.41479,39.845325,631000
116.414704,39.846968,661000
116.414723,39.847653,691000
116.414576,39.849974,720000
116.414429,39.852908,750000
116.414305,39.855402,780000
116.414245,39.856742,810000
116.416573,39.85694,840000
116.419183,39.85698,870000
116.421255,39.857204,900000
116.422065,39.857384,930000
116.422207,39.857674,960000
116.421975,39.861641,1021000
116.423227,39.862378,1051000
116.426207,39.862454,1081000
116.427907,39.861694,1111000
116.431365,39.862353,1171000
116.43077,39.863284,1201000
116.430668,39.863839,1231000
116.430917,39.865774,1262000
116.433274,39.86595,1292000
116.435618,39.865983,1352000
116.437928,39.86598,1382000
116.438848,39.86614,1472000
116.43927,39.869314,1502000
116.441459,39.870387,1532000
116.444127,39.871837,1562000
116.447573,39.871786,1592000
116.450842,39.871582,1622000
116.450843,39.873537,1652000
116.45086,39.87614,1682000
116.45112,39.87627,1698000
116.45203,39.87628,1712000
116.455486,39.876256,1742000
116.455796,39.876236,1772000
116.458491,39.876215,1802000
116.461549,39.876196,1832000
116.464903,39.876203,1862000
116.467745,39.876046,1892000
116.467707,39.874197,1922000
116.467669,39.871466,1952000
116.467779,39.870392,1982000
116.467685,39.868328,2012000
116.470461,39.867956,2042000
116.472158,39.867173,2072000
116.472534,39.865126,2102000
116.474369,39.86477,2132000
116.473873,39.863058,2162000
116.474523,39.862998,2170000
116.474833,39.862988,2192000
116.474073,39.863018,2222000
116.473943,39.863298,2232000
116.474359,39.86445,2252000
116.475289,39.86496,2282000
116.47743,39.865184,2312000
116.477319,39.867642,2342000
116.477269,39.870725,2372000
116.477269,39.871045,2402000
116.477269,39.871265,2463000
116.47674,39.871408,2493000
116.472858,39.871469,2523000
116.470888,39.871419,2553000
116.467709,39.871746,2583000
116.467717,39.874447,2613000
116.467755,39.876036,2643000
116.467715,39.876646,2673000
116.46779,39.878171,2703000
116.46774,39.878391,2738000
116.467741,39.879633,2763000
116.467741,39.880893,2793000
116.467746,39.882508,2823000
116.467806,39.883808,2853000
116.469816,39.884378,2883000
#
116.3864,39.840085,0
116.383766,39.840243,30000
116.381138,39.840265,60000
116.379317,39.840242,90000
116.378857,39.840322,120000
116.378722,39.842154,150000
116.379189,39.844368,180000
116.37976,39.845981,210000
116.37823,39.845691,240000
116.37703,39.845369,270000
116.37601,39.844509,300000
116.376116,39.842491,330000
116.376192,39.840285,360000
116.377717,39.840032,390000
116.378775,39.839321,420000
116.378954,39.836703,450000
116.379014,39.837213,480000
116.378927,39.839472,510000
116.379527,39.840182,540000
116.381438,39.840165,570000
116.382958,39.840195,600000
116.381418,39.840205,630000
116.379727,39.840222,660000
116.379167,39.840272,690000
116.378775,39.839191,1224000
116.378864,39.836933,1254000
116.377714,39.835843,1284000
116.374981,39.835496,1314000
116.372661,39.834804,1344000
116.370871,39.834933,1374000
116.37094,39.836516,1404000
116.370995,39.838108,1434000
116.371045,39.839358,1464000
116.371082,39.841442,1494000
116.37115,39.843524,1525000
116.371863,39.844048,1555000
116.373463,39.844418,1585000
116.37483,39.844779,1615000
116.37604,39.844469,1645000
116.376026,39.842801,1675000
116.376082,39.841065,1705000
116.376672,39.840035,1735000
116.378057,39.839992,1765000
116.378557,39.840082,1795000
116.378797,39.840142,1866000
116.378752,39.841404,1885000
116.378732,39.841994,1915000
116.378879,39.843548,1945000
116.37987,39.846031,1975000
116.379887,39.848791,2005000
116.380289,39.849909,2035000
116.380249,39.851159,2065000
116.380791,39.852726,2095000
116.381482,39.854526,2125000
116.382092,39.856259,2155000
116.38351,39.856831,2185000
116.38591,39.856841,2215000
116.386504,39.856881,2275000
116.386903,39.858995,2335000
116.386798,39.860089,2365000
116.386938,39.860679,2395000
116.387172,39.863916,2426000
116.387722,39.865176,2456000
116.388022,39.868664,2486000
116.387827,39.872341,2516000
116.3877,39.875251,2546000
