1034801157.txt|0.0|0.28125|0.28125
1012074477.txt|0.0|0.6170212765957447|0.6170212765957447
1005193635.txt|0.0|0.7536231884057971|0.7536231884057971
1032706621.txt|0.0|0.328125|0.328125
1035966803.txt|0.0|0.2826086956521739|0.2826086956521739
1017194560.txt|0.0|0.3142857142857143|0.3142857142857143
1002545543.txt|0.0|0.2972972972972973|0.2972972972972973
1006147681.txt|0.0|0.25|0.07142857142857142
1014441612.txt|0.0|0.38666666666666666|0.38666666666666666
1035276972.txt|0.0|0.6382978723404256|0.6382978723404256
1029653101.txt|0.0|0.2647058823529412|0.2647058823529412
1065211331.txt|0.0|0.4527027027027027|0.4527027027027027
71731130.txt|0.0|0.2|0.2
1011617040.txt|0.0|0.5319148936170213|0.5319148936170213
1008656037.txt|0.0|0.10526315789473684|0.0
1030687283.txt|0.0|0.3793103448275862|0.3793103448275862
1061554950.txt|0.0|0.48214285714285715|0.48214285714285715
